split,query_id,citation,present_as_text_reference,parent_count_global,parent_in_same_query_gold,same_query_gold_parents,sample_global_parents,status
train,train_0030,Art. 9 GwG,True,50,False,,1A.87/2002 11.06.2002 E. A;1B_193/2018 E. 2.2;1B_195/2018 E. 2.2;1B_243/2021 E. 3.4;1B_433/2017 E. 1.2;1B_433/2017 E. 1.3;1B_433/2017 E. 1.5;1B_433/2017 E. 1.8;1B_433/2017 E. 4.8;1B_433/2017 E. 4.9;1B_433/2017 E. A;1B_437/2018 E. 1.2;1B_437/2018 E. 1.3;1B_437/2018 E. 1.5;1B_437/2018 E. A;1B_437/2018 E. B;1B_453/2018 E. A;1B_487/2018 E. A;1B_49/2021 E. 5.4;1B_604/2021 E. 5.2,has_parents_but_none_in_same_query_gold
train,train_0030,Art. 11 StGB,True,159,False,,1B_191/2012 03.08.2012 E. A;1B_245/2016 E. 5;1B_322/2017 E. 4.2;1B_52/2015 E. 4.3;1C_263/2015 E. 1;1C_269/2015 E. 1;1C_306/2015 E. 2.3;1C_438/2016 E. 4.1;1C_441/2021 E. 3.3;1C_454/2022 E. 4.3.3;1C_493/2020 E. 4.3.2;1C_57/2018 E. 3;1P.219/2001 12.07.2001 E. 1;1P.219/2001 12.07.2001 E. 2;1P.527/2003 10.12.2003 E. 2;1P.550/2002 14.01.2003 E. 2;1P.758/2000 01.02.2001 E. 2;1P.758/2000 01.02.2001 E. 5;2A.149/2003 09.07.2003 E. 3;6B_1015/2019 E. 4.5.2,has_parents_but_none_in_same_query_gold
train,train_0030,Art. 37 GwG,True,12,False,,1B_243/2021 E. A;1B_433/2017 E. 4.10;1B_433/2017 E. 5.2;1B_453/2018 E. 4;1B_453/2018 E. 4.1;1B_461/2021 E. A;1B_49/2021 E. A;1B_604/2021 E. B;1B_604/2021 E. D;1B_92/2023 E. 3;2C_192/2019 E. 4.3;2C_192/2019 E. 5.4.1,has_parents_but_none_in_same_query_gold
train,train_0032,Art. 308 ZPO,True,30,False,,1C_505/2020 E. 9.3.2;4A_169/2021 E. 6;4A_169/2021 E. 6.3.2;4A_169/2021 E. 6.4;4A_178/2016 E. 1;4A_209/2015 E. 1;4A_249/2018 E. 2.3;4A_340/2019 E. B;4A_409/2024 E. 3.1.1;4A_409/2024 E. 3.2.1;4A_577/2011 04.10.2011 E. 1;5A_294/2015 E. 3.1;5A_396/2012 05.09.2012 E. 3;5A_425/2020 15.12.2022 E. 2.6.2;5A_438/2022 E. 2.1;5A_44/2013 E. 2;5A_518/2007 13.12.2007 E. 5;5A_531/2014 E. 3.1.2;5A_582/2013 E. 3.2.1;5A_782/2020 E. 5.2,has_parents_but_none_in_same_query_gold
train,train_0033,Art. 40 PatG,True,7,False,,4A_443/2012 E. 2.3.2;4A_443/2012 E. 2.3.3;4A_443/2012 E. 2.3.5;4A_443/2012 E. 3;BGE 139 III 110 E. 2.3.2;BGE 139 III 110 E. 2.3.3;BGE 139 III 110 E. 2.3.5,has_parents_but_none_in_same_query_gold
train,train_0035,Art. 960e OR,True,6,False,,2C_1059/2019 E. 3.1.2;2C_1059/2019 E. 4.1.1;2C_282/2022 E. 4.2;BGE 147 II 209 E. 3.1.2;BGE 147 II 209 E. 4.1.1;BGE 147 II 209 E. 4.2.1,has_parents_but_none_in_same_query_gold
train,train_0036,Art. 8a SchKG,True,112,False,,1B_593/2022 E. 4.1;1B_593/2022 E. 4.2;4A_414/2014 E. 2.6.1;4A_414/2014 E. 2.6.2;4A_438/2015 E. 3;4A_440/2014 E. 2;4A_440/2014 E. 4.2;4A_440/2015 E. 2;4A_618/2013 E. 1.3;5A_122/2015 E. 2.3;5A_164/2021 E. 1.1;5A_164/2021 E. 3.3.3;5A_164/2021 E. 4.1.2;5A_164/2021 E. 4.5;5A_172/2016 E. 3.1;5A_201/2013 29.04.2013 E. 2;5A_201/2013 29.04.2013 E. 3;5A_244/2009 09.07.2009 E. 1;5A_244/2009 09.07.2009 E. 2;5A_244/2009 09.07.2009 E. 3,has_parents_but_none_in_same_query_gold
train,train_0036,Art. 271 SchKG,True,35,False,,1P.189/2000 21.06.2000 E. 4;5A_1006/2014 E. 2;5A_103/2022 E. 3.4.3;5A_2/2013 06.03.2013 E. 3;5A_306/2010 09.08.2010 E. 6;5A_366/2011 24.06.2011 E. 2;5A_409/2010 11.10.2010 E. 3;5A_438/2008 09.10.2008 E. 2;5A_487/2023 E. 2.5.2;5A_487/2023 E. 2.6.3;5A_61/2024 E. 3.2;5A_61/2024 E. 3.3.2;5A_622/2012 19.12.2012 E. 3;5A_672/2021 E. 8.5.2;5A_712/2010 02.02.2011 E. 3;5A_727/2021 E. 3;5A_75/2015 E. 3;5A_794/2022 E. 2.3.3;5A_797/2023 E. 4.4.3;5A_899/2016 E. 2.1.2,has_parents_but_none_in_same_query_gold
train,train_0036,Art. 82 SchKG,True,218,False,,2C.1/2001 03.07.2003 E. 2;2C.4/1999 03.07.2003 E. 2.3.1;2C.4/2000 03.07.2003 E. 2;2C.5/1999 03.07.2003 E. 2;2C_781/2020 E. 5.2;4A_153/2011 24.11.2011 E. 3;4A_171/2024 E. 3.1;4A_171/2024 E. 3.4;4A_237/2007 28.09.2007 E. 5.1;4A_279/2023 E. 2.3;4A_426/2013 E. 3.5.2;4A_436/2024 E. 4.1;4A_616/2020 E. 4.3.4;4A_625/2011 24.11.2011 E. A;4A_626/2023 E. 5.1;4A_637/2011 24.11.2011 E. A;4A_642/2023 E. 2.1;4A_8/2020 E. 4.6.1;4A_8/2020 E. 4.6.4;4C.96/2005 20.06.2005 E. 2,has_parents_but_none_in_same_query_gold
train,train_0036,Art. 257 ZPO,True,297,False,,4A_1/2021 E. B;4A_100/2016 E. 2.2.2;4A_100/2016 E. B;4A_103/2022 E. 1;4A_103/2022 E. 3.1;4A_104/2021 E. 2.3;4A_104/2021 E. B;4A_111/2022 E. 1;4A_115/2015 E. 1;4A_12/2023 E. 7.3;4A_123/2016 E. 1;4A_127/2014 E. 2.2;4A_127/2018 E. 2.3;4A_127/2018 E. 2.4;4A_14/2017 E. 4.1;4A_14/2017 E. 4.4;4A_152/2015 08.06.2015 E. 1.2;4A_152/2015 08.06.2015 E. 4;4A_152/2015 08.06.2015 E. A;4A_152/2015 08.06.2015 E. B,has_parents_but_none_in_same_query_gold
train,train_0036,Art. 257 Abs. 1 ZPO,True,112,False,,4A_100/2016 E. 2.2.4;4A_100/2016 E. B;4A_12/2023 E. 3;4A_12/2023 E. 4;4A_127/2014 E. 2;4A_127/2014 E. 3.1;4A_127/2018 E. 2.3;4A_14/2017 E. 4.2;4A_175/2020 E. 4.2;4A_184/2015 E. 3.2;4A_184/2015 E. 4.1;4A_184/2015 E. 4.2.1;4A_185/2017 E. 3;4A_185/2019 E. 3;4A_186/2025 E. 4.2;4A_186/2025 E. 4.4;4A_2/2016 E. 2.1;4A_211/2024 E. 3.1.1;4A_223/2021 E. 3.2;4A_239/2025 E. 2.1,has_parents_but_none_in_same_query_gold
train,train_0037,Art. 337c OR,True,66,False,,1C_68/2007 14.09.2007 E. 2;1C_68/2007 14.09.2007 E. A;4A_115/2022 E. B;4A_115/2022 E. C;4A_126/2021 E. 4.4;4A_140/2009 12.05.2009 E. 5;4A_151/2025 E. 3.2;4A_168/2018 E. 4.1;4A_168/2018 E. 4.5;4A_177/2017 E. 2;4A_177/2017 E. 2.4;4A_293/2015 10.12.2015 E. 8.1;4A_356/2022 E. A;4A_472/2018 E. 5.2.3;4A_556/2012 09.04.2013 E. 3;4A_556/2012 09.04.2013 E. 5;4A_556/2012 09.04.2013 E. 6;4A_563/2017 E. 3.2;4A_569/2010 14.02.2011 E. B;4A_699/2016 E. 2.1,has_parents_but_none_in_same_query_gold
train,train_0039,Art. 679 ZGB,True,131,False,,1A.18/2001 29.10.2001 E. 5;1A.220/2002 10.02.2003 E. 3;1C_145/2008 03.07.2008 E. 3;1C_231/2012 E. 3.1.3;1C_469/2017 E. 5.1;1C_485/2017 E. 4.3;1C_671/2017 E. 2;1C_671/2017 E. 5.2;1C_9/2024 E. 3.1;1E.3/2002 25.09.2002 E. 2;1E.3/2005 10.05.2005 E. 3;1E.8/2003 27.07.2004 E. 5;2A.268/1999 17.03.2000 E. A;2C_508/2024 E. 5.3;2C_885/2021 E. 2.3.4;2C_885/2021 E. 2.3.5;4A_119/2007 09.10.2007 E. 2;4A_156/2016 E. 2;4A_156/2016 E. 2.3;4A_156/2016 E. 3,has_parents_but_none_in_same_query_gold
train,train_0040,Art. 7 SVG,True,1,False,,Art. 10 Abs. 1 VTS,has_parents_but_none_in_same_query_gold
train,train_0041,Art. 49 OR,True,227,False,,1A.135/2002 29.10.2002 E. 2;1A.136/2002 29.10.2002 E. 2;1A.163/2000 08.11.2000 E. 4;1A.166/2002 16.12.2002 E. 4;1A.181/2005 19.01.2006 E. 2.2;1A.196/2000 07.12.2000 E. 2;1A.196/2000 07.12.2000 E. 3;1A.208/2002 12.06.2003 E. 3;1A.228/2004 03.08.2005 E. 10;1A.235/2000 21.02.2001 E. 3;1A.251/1999 30.03.2000 E. 3;1A.290/2003 22.03.2004 E. 2;1A.45/2005 02.06.2005 E. 3;1A.83/2002 22.07.2002 E. 2;1B_122/2010 13.08.2010 E. 2;1B_21/2012 27.03.2012 E. 3;1B_335/2021 E. 3.4;1B_460/2022 E. 2.3.2;1B_671/2021 E. 3.1;1B_80/2019 E. 3.3,has_parents_but_none_in_same_query_gold
train,train_0042,Art. 21 JStG,True,1,True,Art. 11 Abs. 1 JStG,Art. 11 Abs. 1 JStG,parent_in_same_query_gold
train,train_0043,Art. 56 Abs. 1 DBG,False,0,False,,,no_parent_edges_found
train,train_0044,Art. 15 FIDLEG,True,2,False,,Art. 16 Abs. 1 FIDLEG;Art. 18 Abs. 1 FIDLEV,has_parents_but_none_in_same_query_gold
train,train_0044,Art. 973c OR,True,6,False,,2C_1002/2014 E. 6.3;2C_488/2017 E. 2.3.8;2C_488/2017 E. 2.3.9;2C_488/2017 E. 2.4.6;2C_660/2020 E. 5.4.2;Art. 622 Abs. 1 OR,has_parents_but_none_in_same_query_gold
train,train_0044,Art. 973d OR,True,3,True,Art. 3 FIDLEG,Art. 2 FinfraG;Art. 3 FIDLEG;Art. 622 Abs. 1 OR,parent_in_same_query_gold
train,train_0044,Art. 19 FINIV,False,0,False,,,no_parent_edges_found
train,train_0044,Art. 6 BankV,True,3,False,,2C_345/2015 E. 5.2.4;2C_345/2015 E. 6.5;6B_1304/2017 E. 3.3,has_parents_but_none_in_same_query_gold
train,train_0044,Art. 58 FIDLEG,True,3,True,Art. 8 Abs. 3 FIDLEG,Art. 58 Abs. 3 FIDLEG;Art. 62 Abs. 2 FIDLEG;Art. 8 Abs. 3 FIDLEG,parent_in_same_query_gold
train,train_0044,Art. 5 Abs. 1 FIDLEG,False,0,False,,,no_parent_edges_found
train,train_0044,Art. 17 FIDLEV,False,0,False,,,no_parent_edges_found
train,train_0044,Art. 400 OR,True,98,False,,1P.558/2006 03.11.2006 E. 5;2C_1000/2020 E. 4.3.4;2C_356/2021 E. 7.1;2C_683/2022 E. 6.2.2;4A_10/2020 E. 4.2;4A_125/2020 E. 1.7.1;4A_127/2012 30.10.2012 E. 5;4A_13/2012 E. 3;4A_13/2012 E. 3.4;4A_13/2012 E. 4.1.3;4A_13/2012 E. 4.3.1;4A_13/2012 E. 4.3.2;4A_13/2012 E. 4.4.1;4A_13/2012 E. 4.4.2;4A_144/2012 11.09.2012 E. 3;4A_155/2011 10.01.2012 E. 5;4A_160/2025 E. 3;4A_160/2025 E. B;4A_266/2010 29.08.2011 E. 2;4A_284/2013 E. 4.2.4,has_parents_but_none_in_same_query_gold
train,train_0044,Art. 26 FIDLEG,True,1,False,,Art. 89 FIDLEG,has_parents_but_none_in_same_query_gold
train,train_0044,Art. 27 FIDLEV,False,0,False,,,no_parent_edges_found
train,train_0044,Art. 398 OR,True,118,False,,1C_448/2008 13.03.2009 E. 4;1P.711/1999 26.01.2000 E. 4;2C_699/2012 22.10.2012 E. 4;4A_112/2021 E. A;4A_137/2015 E. 5.2;4A_141/2022 E. 4.3.1;4A_141/2022 E. 4.3.3;4A_157/2014 E. 3;4A_179/2025 E. 3;4A_179/2025 E. 3.1;4A_179/2025 E. 3.2;4A_214/2009 29.06.2009 E. 1;4A_216/2016 E. 3.3;4A_217/2023 E. 4.2;4A_221/2013 E. 3.2;4A_223/2007 30.08.2007 E. 6;4A_256/2010 26.07.2010 E. 2;4A_258/2020 E. 3.2.1;4A_266/2010 29.08.2011 E. 2;4A_267/2007 24.10.2007 E. 5,has_parents_but_none_in_same_query_gold
train,train_0045,Art. 13 DSG,True,45,False,,1C_230/2011 31.05.2012 E. 10;1C_230/2011 31.05.2012 E. 7;1C_285/2009 08.09.2010 E. 2;1C_285/2009 08.09.2010 E. 5;1C_285/2009 08.09.2010 E. 5.2;1C_285/2009 08.09.2010 E. 6;2C_37/2018 E. 6.1;2C_37/2018 E. 7;2C_776/2013 E. 5.2.2;2C_776/2013 E. 7.2.2;4A_576/2015 E. 2;4A_576/2015 E. 2.1;4A_576/2015 E. 2.2.1;4A_576/2015 E. 2.2.3;4A_588/2018 E. 4.3.1;6B_1133/2021 E. 2.3.2;6B_1133/2021 E. 2.4.2;6B_1133/2021 E. 2.4.3;6B_1188/2018 E. 3.3;6B_1362/2020 E. 14.4.2,has_parents_but_none_in_same_query_gold
train,train_0048,Art. 90 ZPO,True,38,False,,4A_15/2017 E. 3;4A_15/2017 E. 3.3.1;4A_150/2016 E. 4.2.1;4A_150/2016 E. 4.2.2;4A_150/2016 E. 4.2.3;4A_163/2022 E. 3.3;4A_182/2019 E. 2;4A_182/2019 E. 3.3;4A_182/2019 E. 3.6.1;4A_188/2015 E. 3;4A_203/2019 E. 2.1.2;4A_211/2022 E. 3;4A_38/2020 E. 3.1;4A_442/2017 E. 2.2;4A_442/2017 E. 2.3.2;4A_625/2015 E. 2.4;4A_658/2012 15.04.2013 E. 2;4A_8/2020 E. 3.4;4A_8/2020 E. 3.5.2;4A_83/2022 E. 4.3,has_parents_but_none_in_same_query_gold
train,train_0048,Art. 93 ZPO,True,11,False,,4A_150/2016 E. 4.2.2;4A_150/2016 E. 4.2.3;4A_373/2012 20.11.2012 E. 4;4A_375/2012 20.11.2012 E. 4;4A_727/2016 E. 2;5A_86/2021 E. 5.3;BGE 139 III 24 E. 4.1;BGE 139 III 24 E. 4.2;BGE 142 III 788 E. 4.2.2;BGE 142 III 788 E. 4.2.3;BGE 142 III 788 E. 4.2.3b,has_parents_but_none_in_same_query_gold
train,train_0050,Art. 24 BV,True,82,False,,1B_675/2011 14.12.2011 E. 3;1B_677/2011 14.12.2011 E. 3;1C_328/2018 E. 5;1C_37/2013 E. 9;1C_370/2013 E.;1C_437/2016 E. 6.1;1P.339/2001 12.09.2001 E. 2;2A.273/2003 07.04.2004 E. 3.3;2C_1228/2012 E. 6.1;2C_147/2014 E. 5.3;2C_228/2018 E. 5.4;2C_273/2023 E. 5.3;2C_273/2023 E. 5.7;2C_306/2008 12.11.2008 E. 3;2C_335/2013 E. 3.4;2C_335/2013 E. 3.5;2C_335/2013 E. 4.1;2C_335/2013 E. A;2C_353/2008 27.03.2009 E. 2.2;2C_364/2010 23.09.2010 E. 2.2,has_parents_but_none_in_same_query_gold
train,train_0050,Art. 27 BV,True,1031,False,,1A.11/2005 06.07.2005 E. 4.1;1A.124/2003 23.09.2003 E. 6;1A.14/2006 18.08.2006 E. 1.3;1A.14/2006 18.08.2006 E. B;1A.15/2006 10.08.2006 E. 3;1A.151/2001 16.07.2002 E. 5;1A.153/2004 07.09.2004 E. 5;1A.153/2004 07.09.2004 E. C;1A.253/2005 17.02.2006 E. 2.6;1A.71/2004 08.03.2005 E. 3;1A.71/2004 08.03.2005 E. 9;1A.71/2004 08.03.2005 E. 9.2;1A.71/2004 08.03.2005 E. D;1B_120/2018 29.05.2018 E. 1.4;1B_153/2009 10.09.2009 E. 1;1B_153/2009 10.09.2009 E. 2;1B_193/2017 E. 3.7;1B_193/2017 E. C;1B_229/2017 E. 1.5;1B_231/2013 E. 3.3,has_parents_but_none_in_same_query_gold
train,train_0051,Art. 13 BV,True,2239,False,,1A.104/1999 05.04.2000 E. 6;1A.214/2005 23.01.2006 E. 5;1A.23/2005 04.07.2005 E. 5;1B_101/2008 28.10.2008 E. 2;1B_101/2008 28.10.2008 E. 3;1B_103/2021 E. 3.2;1B_115/2016 E. 2.4.1;1B_116/2016 E. 2.4.1;1B_131/2015 E. 3;1B_134/2011 14.07.2011 E. 4;1B_146/2016 E. 2.1;1B_175/2013 E. 1.3;1B_175/2013 E. 4.2.3;1B_191/2018 E. 1.3;1B_191/2018 E. 2;1B_193/2017 E. 3.5.1;1B_206/2007 07.01.2008 E. 6;1B_229/2017 E. 1.5;1B_231/2013 E. 3.3;1B_231/2015 E. 2.3,has_parents_but_none_in_same_query_gold
train,train_0053,Art. 25 URG,True,12,False,,2C_260/2023 E. 6.2;4C.393/2004 22.06.2005 E. 1;4C.393/2004 22.06.2005 E. 2;4C.393/2004 22.06.2005 E. 3;4C.393/2004 22.06.2005 E. 4;Art. 68 URG;BGE 131 III 480 E. 1.4;BGE 131 III 480 E. 2.1;BGE 131 III 480 E. 2.2;BGE 131 III 480 E. 3.1;BGE 131 III 480 E. 3.2;BGE 131 III 480 E. 4.2,has_parents_but_none_in_same_query_gold
train,train_0053,Art. 3 URG,True,2,False,,4C.121/2003 14.07.2003 E. 3;BGE 121 III 118 E. 2,has_parents_but_none_in_same_query_gold
train,train_0056,Art. 969 ZGB,True,8,False,,5A.22/2000 29.03.2001 E. 2;5A_194/2013 E. 4.3;5A_222/2015 E. 2.2;5A_250/2018 E. 4;5A_611/2024 E. A;5A_707/2007 08.02.2008 E. 5;Art. 38 GBV;BGE 127 III 195 E. 2b,has_parents_but_none_in_same_query_gold
train,train_0057,Art. 144 StGB,True,89,False,,1B_121/2019 E. 3.3;1B_184/2012 27.08.2012 E. 4;1B_195/2016 E. A;1B_244/2017 E. 2.2;1B_248/2011 29.11.2011 E. 3;1B_254/2014 E. 3.1;1B_283/2016 E. 5.4;1B_293/2023 E. 2;1B_347/2022 E. 4.4;1B_365/2014 12.01.2015 E. 3;1B_418/2018 E. 2.7;1B_422/2018 E. 2.7;1B_432/2011 20.09.2012 E. 3;1B_432/2011 20.09.2012 E. 4;1B_435/2011 13.09.2011 E. 3;1B_553/2017 E. 3.4;1B_556/2019 E. 2.1;1B_579/2011 01.11.2011 E. 3;1B_80/2009 07.04.2009 E. 2;1B_95/2015 E. A,has_parents_but_none_in_same_query_gold
train,train_0058,Art. 48a StGB,True,44,False,,1B_199/2018 E. 5.3;1C_170/2013 17.05.2013 E. 3;2C_188/2009 07.07.2009 E. 2;2C_945/2019 E. 4;6B_1128/2016 E. 1.4.1;6B_1128/2016 E. 1.5.1;6B_1235/2013 E. 5;6B_1235/2018 E. 6.3;6B_1248/2017 21.02.2019 E. 7.1;6B_172/2011 23.12.2011 E. 3.3;6B_176/2020 E. 2.1;6B_176/2020 E. 2.2;6B_207/2013 E. 1.3.2;6B_238/2009 08.03.2010 E. 5;6B_274/2021 E. 1.4.4;6B_387/2020 E. 1.1;6B_401/2007 08.11.2007 E. 6;6B_434/2014 E. 1.1;6B_45/2014 E. 1.4.1;6B_454/2015 E. 5.4,has_parents_but_none_in_same_query_gold
train,train_0058,Art. 131 StPO,True,26,False,,1B_159/2022 E. 4.5.3;1B_245/2020 E. 2.2;1B_413/2020 E. 4.5;1B_428/2022 E. 1;1B_483/2021 E. 2;1B_655/2021 E. 2.2;1B_92/2014 E. 1;1B_94/2022 E. 4.3;6B_1024/2017 E. 1.2.3;6B_1067/2023 E. 2.1;6B_1069/2015 E. 1.2;6B_1069/2015 E. 1.3;6B_178/2017 25.10.2017 E. 2.2.1;6B_178/2017 25.10.2017 E. 2.6;6B_178/2017 25.10.2017 E. 2.7;6B_228/2025 E. 2.4.1;6B_230/2025 E. 2.1.1;6B_452/2023 E. 1.4.1;6B_506/2024 E. 1.2.1;6B_563/2021 E. 2.3.1,has_parents_but_none_in_same_query_gold
train,train_0059,Art. 176 DBG,True,22,False,,1B_11/2011 01.04.2011 E. 5;1B_417/2010 01.04.2011 E. 5;1B_418/2010 01.04.2011 E. 5;1B_419/2010 01.04.2011 E. 5;1S.42/2005 28.03.2006 E. 4;1S.5/2005 26.09.2005 E. 6;1S.8/2006 12.12.2006 E. 4;1S.9/2005 06.10.2005 E. 6;2A.168/2006 08.03.2007 E. 3;2C_1052/2020 E. 3.2.2;2C_1052/2020 E. 3.2.8;2C_1052/2020 E. 4.1;2C_290/2011 12.09.2011 E. 6;2C_357/2007 05.03.2008 E. 3;2C_85/2015 E. 3.2;2C_87/2018 E. 3.5;6B_1053/2017 E. 3.1;7B_515/2024 E. A;Art. 190 Abs. 2 DBG;Art. 194 Abs. 1 DBG,has_parents_but_none_in_same_query_gold
train,train_0059,Art. 177 DBG,True,12,True,Art. 181 Abs. 3 DBG,2A.258/2005 19.10.2005 E. 2;2A.258/2005 19.10.2005 E. 3;2C_447/2010 04.11.2010 E. 3;2C_770/2016 26.09.2016 E. 1.2.3;2C_821/2010 04.04.2011 E. 4;7B_1352/2024 16.09.2025 E. A;7B_515/2024 E. A;7B_949/2024 16.09.2025 E. A;7B_973/2024 E. A;Art. 180 DBG;Art. 181 Abs. 2 DBG;Art. 181 Abs. 3 DBG,parent_in_same_query_gold
train,train_0060,Art. 64 IPRG,True,27,False,,5A_216/2025 E. 3.1;5A_235/2012 31.08.2012 E. 5;5A_481/2017 E. 2.1;5A_768/2021 E. 1;5A_768/2021 E. 3.4.1;5A_824/2011 26.03.2012 E. 3;5A_841/2017 E. 4.3;5A_841/2017 E. 4.4;5A_897/2014 E. 3.4;5C.207/2001 07.11.2001 E. 2;5C.212/2004 11.02.2005 E. 2;5C.50/2000 15.05.2000 E. 2;5C.71/2004 23.06.2004 E. 2;5P.330/2003 11.03.2004 E. 2;9C_751/2009 24.11.2009 E. 5;Art. 51 IPRG;BGE 124 III 176 E. 3;BGE 124 III 176 E. 4a;BGE 126 III 298 E. 2;BGE 130 III 336 E. 2,has_parents_but_none_in_same_query_gold
train,train_0060,Art. 1 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0060,Art. 2 Abs. 1 LugÜ,False,0,False,,,no_parent_edges_found
train,train_0065,Art. 57 BV,True,15,False,,1C_176/2013 07.01.2014 E. 10.2.1;1C_176/2013 07.01.2014 E. 10.5.2;1C_269/2021 E. 3.1.1;1C_63/2023 E. 3.5.1;1C_653/2012 E. 5.1;2C_69/2021 E. 3.3.3;2C_69/2021 E. 4.3;2C_69/2021 E. 4.4;2C_875/2016 E. 2.1;5A_931/2014 E. 3;BGE 140 I 2 E. 10.2.1;BGE 140 I 2 E. 10.5.2;BGE 140 I 353 E. 5.1;BGE 148 II 218 E. 4.3;BGE 148 II 218 E. 4.4,has_parents_but_none_in_same_query_gold
train,train_0066,Art. 976a ZGB,True,2,False,,5A_726/2021 E. 3.2;Art. 69 Abs. 4 GBV,has_parents_but_none_in_same_query_gold
train,train_0067,Art. 78 AIG,True,9,False,,2C_136/2023 12.06.2023 E. 3.1;2C_35/2021 E. 4.1;2C_438/2022 E. 4.2.3;2C_490/2019 E. 5.3;2C_712/2022 E. 3.1;2C_768/2020 E. 6.1;2C_94/2025 E. 1.3;2C_961/2020 E. 2.3.2;Art. 79 Abs. 1 AIG,has_parents_but_none_in_same_query_gold
train,train_0068,Art. 647 Abs. 1 ZG,False,0,False,,,no_parent_edges_found
train,train_0069,Art. 144 StGB,True,89,False,,1B_121/2019 E. 3.3;1B_184/2012 27.08.2012 E. 4;1B_195/2016 E. A;1B_244/2017 E. 2.2;1B_248/2011 29.11.2011 E. 3;1B_254/2014 E. 3.1;1B_283/2016 E. 5.4;1B_293/2023 E. 2;1B_347/2022 E. 4.4;1B_365/2014 12.01.2015 E. 3;1B_418/2018 E. 2.7;1B_422/2018 E. 2.7;1B_432/2011 20.09.2012 E. 3;1B_432/2011 20.09.2012 E. 4;1B_435/2011 13.09.2011 E. 3;1B_553/2017 E. 3.4;1B_556/2019 E. 2.1;1B_579/2011 01.11.2011 E. 3;1B_80/2009 07.04.2009 E. 2;1B_95/2015 E. A,has_parents_but_none_in_same_query_gold
train,train_0069,Art. 32 JStPO,True,4,False,,6B_655/2016 E. 1.5.2;6B_968/2021 E. 2.3.1;Art. 3 Abs. 2 JStPO;Art. 9 Abs. 1 JStPO,has_parents_but_none_in_same_query_gold
train,train_0069,Art. 15 JStG,True,65,False,,1B_231/2012 14.05.2012 E. 2;1B_273/2018 E. 4.3.4;1B_292/2022 E. 2.1;1B_32/2011 15.02.2011 E. 2;1B_437/2011 14.09.2011 E. 4;1B_437/2011 14.09.2011 E. 5;1B_504/2011 06.12.2011 E. 6;1P.7/2007 07.08.2007 E. 5;2C_431/2016 E. 3.2;6B_115/2015 E. 3.1;6B_115/2015 E. 3.2;6B_115/2015 E. 3.4;6B_115/2015 E. 4.3;6B_115/2015 E. 4.5;6B_1159/2018 E. 4.4;6B_1159/2018 E. 4.5.2;6B_131/2018 E. 1.3.3;6B_273/2021 E. 1.3.3;6B_273/2021 E. 1.5.2;6B_273/2021 E. 1.6.2,has_parents_but_none_in_same_query_gold
train,train_0069,Art. 22 JStG,True,4,False,,1B_233/2013 E. 1;6B_402/2022 E. 4.2.2;6B_593/2019 E. 3.3;Art. 21 Abs. 1 JStG,has_parents_but_none_in_same_query_gold
train,train_0069,Art. 23 JStG,True,6,False,,1B_233/2013 E. 1;6B_402/2022 E. 4.2.2;6B_593/2019 E. 3.3;6B_677/2008 23.02.2009 E. A;6B_741/2013 E. B;Art. 12f Abs. 1 V-StGB-MStG-JStG,has_parents_but_none_in_same_query_gold
train,train_0071,Art. 26 HMG,True,28,False,,2A.48/2006 03.11.2006 E. 4.1;2A.48/2006 03.11.2006 E. 6.2;2A.48/2006 03.11.2006 E. 6.3;2C_477/2012 E. 3.2;2C_477/2012 E. 5.2.1;2C_53/2009 23.09.2011 E. 4;2C_839/2008 01.04.2009 E. 2;2C_853/2014 E. 2.2;6B_1354/2017 E. 1.2;6B_1354/2017 E. 1.3;6B_1354/2017 E. 1.4;6B_1354/2017 E. C;6B_646/2007 24.04.2008 E. 4;6B_727/2020 E. 2.4.1;6B_727/2020 E. 2.4.2;9C_397/2009 16.10.2009 E. 4;9C_730/2017 07.08.2018 E. 5.3;Art. 48 Abs. 2 HMG;BGE 133 I 58 E. 4.1.2;BGE 133 I 58 E. 6.2.3,has_parents_but_none_in_same_query_gold
train,train_0076,Art. 62 BV,True,87,False,,1C_191/2014 E. 3.1;1C_191/2014 E. 3.4;1C_665/2015 E. 2.2;1P.277/2000 26.10.2000 E. 3;2C_10/2016 E. 2.1;2C_1005/2018 E. 4.2;2C_1143/2013 E. 2.3.2;2C_1143/2018 E. 2.1;2C_121/2015 11.12.2015 E. 4.1;2C_136/2020 05.11.2021 E. 3.8;2C_187/2007 16.08.2007 E. 2.3;2C_206/2016 E. 2.1;2C_206/2016 E. 2.2;2C_227/2023 E. 4.7;2C_33/2021 E. 3.5;2C_346/2022 E. 4.2;2C_346/2022 E. 6;2C_379/2024 E. 3.1;2C_402/2022 E. 3.3.1;2C_405/2016 E. 4.1,has_parents_but_none_in_same_query_gold
